MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.363143501494029,30.16548497997706,6.300776161079106,1.2803309060831602,446.16212934867605,1.8833908780438697,37.280331575994325,-119.67238014066066,2.2933136114050594
3.076998578475387,13.35755472952188,5.3953803410645955,1.2225545464300027,163.96860779066358,2.121645983855529,37.01457733028212,-123.87482051934649,1.9088342835114944
4.740908082550878,43.77969618254872,4.090308830555442,1.0659236219360617,249.78475668889942,3.628810184773873,33.40761614960856,-120.21051063375043,2.1229559912812754
7.6726834786196845,25.50852706933856,3.3604551350173133,1.075655595911378,631.0404357400035,2.466834584990462,33.54152906070521,-115.52991889447254,3.864944653813649
2.91892571832128,33.79000181327416,5.289400124611826,1.4500763915801487,346.85831790237665,3.2748380720153154,34.76916067247985,-118.15048986835066,1.6452715543548155
2.9189520756850516,41.49818421731313,4.387895698803942,1.0,532.1697139765228,2.274257927816388,39.44872561508179,-121.18336902641592,1.599641695375035
7.913475363238443,46.66107800863958,4.516967351357582,1.0,383.4579788002539,4.138257296325414,36.78159029886694,-119.63223367788675,3.2360701698764087
5.063657767162256,38.33516695053639,6.934695514753421,2.23986758744314,547.4136265956017,1.9229410621150647,33.63629131728366,-118.41710357429236,2.5155592570787633
2.5645655491720007,8.587197385710692,7.468373248483435,1.479091638112209,286.8024261105143,2.543421038501258,38.97334979740463,-122.09892662660549,1.6076308969408806
4.47456000493066,44.58115084887511,3.419143274374039,1.0,476.6065098000454,2.5319322599660254,32.62264701089357,-116.99703492433399,1.793702773734101
2.5731228267681394,32.54747370914082,4.6500167336418405,1.0598455065135581,551.380732995163,3.3389632208290037,38.15855214405511,-117.89284014232891,1.3908968060066547
2.569852837350677,32.08193767739395,4.349402367632548,1.0,679.0343659056349,3.0286641094648177,35.788193725030496,-117.96151474363094,0.3752464964048966
3.792704106922689,47.988368550051,5.443774121212387,1.1974256744927494,185.40973874672824,4.239827804068864,32.95949703198176,-116.8429269658429,1.6323179510232566
1.1591603020371282,13.690409338960038,2.5095832244160827,1.0,689.4243793364149,4.011436252371592,33.66967204853844,-117.13945289728369,0.7635629722536785
1.2856895537424937,13.218968543195698,3.1955160873984823,1.021986036366899,305.4150994742329,2.2034238233552563,39.61006513638601,-119.25838295640557,0.23290699751602323
2.43693684419507,27.172871289443055,4.781486684884727,1.272733777219953,255.63024748904746,2.754158920271306,34.84297621401319,-115.88171668496327,1.0873822950817442
1.9020702225521249,39.29401639327812,6.270364966296849,1.7917437529918858,1574.8910741959642,2.7120319831214394,35.09113319620504,-119.56728866547778,1.172013275083719
3.9465273207711715,23.809276119653966,5.066180705703116,1.301575489075268,1108.3945855666561,2.311203157264617,37.13009760044231,-121.16387046964678,1.7489232977183415
2.01493464063538,33.328460884512516,6.058438671495462,1.0,978.1826599849654,1.712207249242851,33.983055944745594,-121.64352261856224,0.7615755873787974
1.5268899653351318,24.07876093535866,5.2550657350862275,1.5204848145084797,569.8939106535659,2.702042968522784,41.70436555900215,-123.27963391739235,0.44575923363742764
7.434317817963833,32.129746204835406,7.263682067665166,2.537278055077307,442.9343632580834,3.532825315239908,36.11119402840518,-117.09982735085703,3.322326886860233
2.932405379097185,42.935377433299266,7.735083388580962,1.5127089929098831,1883.8959273607138,2.8801993711398253,36.73704427727195,-124.17029101087418,1.3220232222964108
3.4457462957723175,10.20431150063709,3.9426817297647467,1.3658641770450803,730.9885615530874,3.0082449689441155,33.1906500647785,-116.42889725248354,1.6852788771943346
1.5164749012775451,36.464305234305186,6.45654020237271,2.256914103408684,354.5295257896446,4.179913001490087,37.79758991205527,-115.97490021689893,1.4000704828086383
2.4610534783626328,41.15871270624735,5.76863719476055,1.0285648625774135,331.5016171035832,2.091850858319138,40.08049116571968,-118.23976934952296,1.0561968323357915
3.528974872364757,23.802681781570907,10.5002644601268,3.5199725327968596,827.0188240770922,2.1415203143672583,36.50413126321345,-121.98690355253278,1.5778623705875046
1.7628882804704529,17.484912430460568,3.8987246790884975,1.1115518526389245,521.3302883080443,2.390132442275815,34.07623053299241,-122.49129070382351,1.2519301854369924
4.082191228636553,1.6907605201445062,4.782576130153946,1.163478170605949,1370.9583722348843,3.7564257511141057,32.74156888929413,-123.76679791685063,1.7480320063314236
2.3860725280315807,41.65235613903877,3.6339416385422427,1.0,699.5774563856776,3.556399484102718,35.799197274442214,-115.48841137274398,0.7177239288177713
2.8279962941328907,17.724871610835393,3.699209434131852,1.0208350144721197,287.0249333182255,2.9429836439085384,40.680409667006494,-119.51564855405329,0.853773177930343
2.3846714624868204,19.22278293981056,5.560395320217697,1.7713047171519771,2447.1709114631785,4.173584145477199,33.45945292881607,-120.68598901569761,0.8775154476295801
9.195856493668048,18.136314318039425,5.268064492729489,1.0,325.5780457755626,2.0584462197542157,41.58212843163886,-114.58084602332261,3.5071143478119615
3.295561378875156,26.435705871429246,5.8266098372099,1.4979774230613403,282.75294308808503,2.394626139928073,40.80238892411341,-123.70128064706076,1.4136084213662448
1.855694443497126,36.82747823417293,5.788806379353045,1.6211714170493923,627.1990403806927,3.031304301478983,32.89420788898149,-116.66314975511662,0.37936094262506176
5.219490029671236,40.365019681026055,4.614983876131297,1.0,921.5460491393605,2.5568943611741686,33.27851207011911,-115.86381473565474,1.9635373847611814
1.6964468787916738,21.021106740561073,4.60544030363982,1.509734807597636,354.4018382424731,3.5052047129816044,36.72834572221818,-116.52516324888275,0.6815893066088725
3.7242853357587125,34.818203787303624,3.701582312493654,1.2598630930965289,1082.3297554337923,4.565263979204517,33.26035466846727,-115.80569218865138,1.7422599160465708
1.1299590937707427,37.754896763837074,4.013459986106665,1.093660873848678,470.85715243761217,2.644291978039868,41.55762580177093,-121.43786426878054,0.15
1.599190674934962,16.14278391554646,4.869345174826818,1.0,3683.5025218523137,3.0739461264229266,32.719046762255104,-114.97497913989476,0.15
3.6997811887583083,5.927694946391757,5.254626320902245,1.768088971133778,840.0232717782221,3.5907211310382774,41.4498583087199,-115.7017141673363,1.834529751486549
4.983620420616461,46.62795175286759,6.130255120758151,1.9065180443094658,311.22776139170037,3.4194659782615955,38.64681884253807,-117.99478927937078,2.4828700424360104
3.6482680737991084,35.53291456086124,5.945640119500231,1.0,406.4711430315692,4.62349965623001,37.68396719103481,-115.41870042748474,1.8175437116865145
3.1155118130149195,34.053630852690866,7.902056402152768,2.100615708621638,939.3658066331193,3.080224263375911,38.713661958106115,-116.20298603373693,1.6975980958581294
2.813397893001732,4.004028275810877,3.6994848204915733,1.0,376.7190890797371,2.7622995183307526,33.71288394794739,-116.31679006700823,1.6895494937827875
1.4722810095264882,42.71152593270025,4.6192131503279485,1.0,630.561725216458,2.031396156764719,39.62425979023813,-123.60292509560637,0.5357342768539233
2.2346523891392036,29.86876196038871,3.797749419077343,1.0,2640.7564055680637,3.0196554247266314,34.98773700363955,-119.24021064539207,1.0005892866316162
2.577058612732518,44.242105283195876,7.265856040237975,1.665608119910847,1040.923958096232,2.0638865143773915,39.88241345263595,-121.06526891919745,1.0114618006853264
5.938266313863913,50.702620370574834,4.25995174835999,1.38566250231854,1008.6454022204281,2.039012216178597,40.35113333955751,-122.65444962710548,2.29540792339664
4.010797339216191,49.81211636489235,7.004187858973038,1.0941597844778528,2667.1855812095696,3.0776486169891126,36.63046172877731,-118.30628706152159,1.6761545265292699
1.2590127908607263,44.660556665900586,7.658650858583162,2.2044828660908204,391.0200838394873,2.461504278586701,36.82929931150566,-117.9327169380411,0.4840833684919918
3.967936487686518,1.558316065399814,5.607085630178658,1.9227266182995744,657.4751111774945,1.3150972915858434,34.545752306421086,-121.18244663690626,2.123782059136614
2.68640735652812,46.17208762008478,5.408207182160089,1.5048157405615665,537.9026498941332,5.454524846670272,38.049647135653096,-118.62869167872994,0.6337307972468527
2.288033922858298,4.828178005209921,5.010789781272891,1.5689835666370266,429.01450388937707,1.7577166340273125,33.29323880893066,-116.37470464220905,0.7428984404364294
4.6479299984533435,44.41089247901513,4.5035599730963645,1.48777113718742,556.3201746282416,2.5183917458693457,35.27277352014582,-117.39954570520996,2.2992891472545196
5.8535583271119425,15.288877499192806,4.343952165090821,1.2726023191249596,483.4872267178879,1.9036380480359396,34.0865780288946,-121.55899121550003,2.7005754849175303
5.54116111040079,32.113485265201746,4.738757558489034,1.3361806433342023,419.60828744214814,2.5178936085947505,40.925822888800035,-114.51493521178497,2.4935980992773215
2.092648235535726,2.9414797886438633,8.561826273824902,1.3150395690748293,540.8692402511498,2.3822517333550883,39.162415646892256,-115.76643911927718,0.7182929464735985
2.800878710933922,40.33026650202963,3.6235109645208574,1.0,420.75146928807544,2.2213452855525606,39.64297732619076,-116.84439752638662,1.1709505954325143
3.9836356700973243,6.697012233881546,5.266588276961445,1.284232047043172,834.5857304585302,2.6406669516617978,40.01514002171803,-114.66153506117496,1.7902174382772915
5.677720432760831,21.945096755464366,6.131207969963528,1.5606445768036123,340.94395780161744,1.9764613436548613,33.78777942700097,-116.10566043783496,2.6563858797155167
2.550920231542022,42.68974611859037,4.547998506932793,1.07558380985845,1355.3553265526223,3.193217984714524,40.79685782608071,-116.80954923329405,0.9949563402730991
2.997826610151384,36.46279882192509,5.611537304805311,1.8591668582477707,1105.487547985183,3.0972791587362347,38.6779347508125,-116.01256277919455,0.954149857838998
1.806724910046058,1.3081775397614124,3.15383589425054,1.0338463856381344,908.8884635628015,2.772510485967276,34.39261126765096,-123.48430150336812,0.8358911163390489
1.7195908020830566,21.55464906166999,7.370701935224501,1.2909026073386083,482.46295319096345,3.1971451094719217,41.38496642533641,-118.71103447698695,1.2884130003714453
5.19080713442662,3.1383033651899095,6.954191792898453,1.7842965168898084,685.9807797125405,3.706867068919473,36.662628516781645,-121.4182584182485,2.279927832740935
7.000153068284015,35.34849290174193,4.808918574183811,1.6442259901701435,609.3853958717684,1.7826764992978659,35.91360739203318,-119.65942447319836,2.8534019730579177
3.19119173965892,50.416373079419394,3.80398514816817,1.0260596836014075,677.8130632800905,4.403652774959138,35.19959160744116,-115.78046305250014,1.6413746786762509
5.765795279638665,34.41832437733872,6.283137416086312,1.949869181549145,260.5143371873913,4.4892886454810155,38.59219429876503,-121.30546365553448,2.069940357872497
4.050740945033347,12.442993986995345,3.509817915160022,1.0,715.6553035049575,3.51703618543169,36.78226287699277,-123.56229874124816,1.8709525540521272
2.328406516156985,19.116884635393546,3.664210075655544,1.0,835.1204534247582,2.4646718747888294,34.1441639136935,-123.90985268468042,0.8394390423288607
4.050205347946001,50.80917833858185,4.874010710511647,1.0485822680453643,1827.7465878495505,5.1456584486707655,39.81174875946627,-121.36052349474788,1.9933915553250732
7.736273498777851,12.426673013649852,7.810058623991991,1.205631665482599,328.72298930352997,3.803038856319181,34.0033847935716,-121.97313202249872,3.486995053957862
3.2553365936104415,29.637982725776574,6.002491042279799,2.0106563601824314,290.08746370708826,1.735474971967072,36.22782728348737,-124.34959944522738,1.2002522825453623
7.850317765822945,21.42314424276898,4.079202277191214,1.0,1324.0080481255904,2.428297150438703,37.8864626963161,-121.07962998883731,3.287536798243482
0.7859518034103461,40.1840801943393,2.990290732260576,1.0,230.7817680038068,3.2590138736938825,32.94400207926433,-118.67141913952986,0.6821151283878603
5.21764618302618,45.236852870974246,5.015113855210766,1.5141104245880297,1842.5295725462906,1.8582715474093605,39.16574160218372,-119.99243525195729,2.376338058076427
